Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2004,DEC,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.22,
SURVEY,2004,DEC,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.315,
SURVEY,2004,DEC,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.173,
SURVEY,2004,DEC,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.25,
SURVEY,2004,DEC,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.17,
SURVEY,2003,JAN,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.262,
SURVEY,2003,JAN,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.21,
SURVEY,2003,JAN,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.278,
SURVEY,2003,JAN,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.309,
SURVEY,2003,JAN,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.221,
SURVEY,2003,JAN,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.196,
SURVEY,2003,JAN,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.256,
SURVEY,2003,FEB,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.203,
SURVEY,2003,FEB,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.21,
SURVEY,2003,FEB,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.272,
SURVEY,2003,FEB,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.32,
SURVEY,2003,FEB,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.238,
SURVEY,2003,FEB,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.18,
SURVEY,2003,FEB,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.246,
SURVEY,2003,MAR,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.207,
SURVEY,2003,MAR,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.21,
SURVEY,2003,MAR,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.269,
SURVEY,2003,MAR,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.317,
SURVEY,2003,MAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.226,
SURVEY,2003,MAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.228,
SURVEY,2003,APR,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.19,
SURVEY,2003,APR,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.27,
SURVEY,2003,APR,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.307,
SURVEY,2003,APR,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.214,
SURVEY,2003,APR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.228,
SURVEY,2003,MAY,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.2,
SURVEY,2003,MAY,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.296,
SURVEY,2003,MAY,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.302,
SURVEY,2003,MAY,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.202,
SURVEY,2003,MAY,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.212,
SURVEY,2003,JUN,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.204,
SURVEY,2003,JUL,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.208,
SURVEY,2003,AUG,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.402,
SURVEY,2003,AUG,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.2,
SURVEY,2003,AUG,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.32,
SURVEY,2003,AUG,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.214,
SURVEY,2003,SEP,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.226,
SURVEY,2003,SEP,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.235,
SURVEY,2003,SEP,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.265,
SURVEY,2003,SEP,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.324,
SURVEY,2003,SEP,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.214,
SURVEY,2003,SEP,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.23,
SURVEY,2003,SEP,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.262,
SURVEY,2003,OCT,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.227,
SURVEY,2003,OCT,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.21,
SURVEY,2003,OCT,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.259,
SURVEY,2003,OCT,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.321,
SURVEY,2003,OCT,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.22,
SURVEY,2003,OCT,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.225,
SURVEY,2003,OCT,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.253,
SURVEY,2003,NOV,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.266,
SURVEY,2003,NOV,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.19,
SURVEY,2003,NOV,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.232,
SURVEY,2003,NOV,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.278,
SURVEY,2003,NOV,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.215,
SURVEY,2003,NOV,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.225,
SURVEY,2003,NOV,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.283,
SURVEY,2003,DEC,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.266,
SURVEY,2003,DEC,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.185,
SURVEY,2003,DEC,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.229,
SURVEY,2003,DEC,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.298,
SURVEY,2003,DEC,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.215,
SURVEY,2003,DEC,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.22,
SURVEY,2003,DEC,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.259,
SURVEY,2002,JAN,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.113,
SURVEY,2002,JAN,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.16,
SURVEY,2002,JAN,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.176,
SURVEY,2002,JAN,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.248,
SURVEY,2002,JAN,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.2,
SURVEY,2002,JAN,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.2,
SURVEY,2002,JAN,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.237,
SURVEY,2002,FEB,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.129,
SURVEY,2002,FEB,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.165,
SURVEY,2002,FEB,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.175,
SURVEY,2002,FEB,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.253,
SURVEY,2002,FEB,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.21,
SURVEY,2002,FEB,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.19,
SURVEY,2002,FEB,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.229,
SURVEY,2002,MAR,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.13,
SURVEY,2002,MAR,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.155,
SURVEY,2002,MAR,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.181,
SURVEY,2002,MAR,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.256,
SURVEY,2002,MAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.14,
SURVEY,2002,MAR,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.19,
SURVEY,2002,MAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.23,
SURVEY,2002,APR,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.155,
SURVEY,2002,APR,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.183,
SURVEY,2002,APR,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.249,
SURVEY,2002,APR,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.14,
SURVEY,2002,APR,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.19,
SURVEY,2002,APR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.227,
SURVEY,2002,MAY,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.15,
SURVEY,2002,MAY,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.188,
SURVEY,2002,MAY,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.242,
SURVEY,2002,MAY,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.221,
SURVEY,2002,JUN,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.145,
SURVEY,2002,JUN,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.215,
SURVEY,2002,JUN,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.25,
SURVEY,2002,JUN,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.204,
SURVEY,2002,JUL,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.228,
SURVEY,2002,JUL,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.207,
SURVEY,2002,AUG,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.333,
SURVEY,2002,AUG,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.21,
SURVEY,2002,AUG,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.29,
SURVEY,2002,AUG,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.22,
SURVEY,2002,AUG,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.233,
SURVEY,2002,SEP,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.339,
SURVEY,2002,SEP,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.25,
SURVEY,2002,SEP,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.288,
SURVEY,2002,SEP,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.305,
SURVEY,2002,SEP,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.202,
SURVEY,2002,SEP,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.214,
SURVEY,2002,SEP,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.305,
SURVEY,2002,OCT,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.291,
SURVEY,2002,OCT,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.24,
SURVEY,2002,OCT,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.297,
SURVEY,2002,OCT,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.305,
SURVEY,2002,OCT,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.207,
SURVEY,2002,OCT,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.223,
SURVEY,2002,OCT,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.316,
SURVEY,2002,NOV,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.226,
SURVEY,2002,NOV,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.23,
SURVEY,2002,NOV,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.282,
SURVEY,2002,NOV,,STATE,OHIO,39,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.296,
SURVEY,2002,NOV,,STATE,PENNSYLVANIA,42,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.212,
SURVEY,2002,NOV,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.17,
SURVEY,2002,NOV,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.283,
SURVEY,2002,DEC,,STATE,CALIFORNIA,6,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.219,
SURVEY,2002,DEC,,STATE,MICHIGAN,26,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.23,
SURVEY,2002,DEC,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.276,
